"","X..contig","classification","reason","lineage","lineage.scores","superkingdom","phylum","class","order","family","genus","species"
"61304","MG1058_m54329U_210919_100542_71697702_ccs","taxid assigned","based on 11/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.80;0.65;0.62","Bacteria: 0.97","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.62"
"61306","MG1058_m54329U_210919_100542_71698165_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.87;0.87;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"61323","MG1058_m54329U_210919_100542_71762357_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.52;0.52;0.52;0.52","Bacteria: 0.52","Candidatus Marinimicrobia: 0.52",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.52"
"61327","MG1058_m54329U_210919_100542_71762948_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.81;0.81;0.81","Bacteria: 1.00","Candidatus Marinimicrobia: 0.81",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.81"
"61333","MG1058_m54329U_210919_100542_71763275_ccs","taxid assigned","based on 16/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.77;0.75;0.75","Bacteria: 1.00","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"61373","MG1058_m54329U_210919_100542_71893274_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.90;0.66","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.66"
"61374","MG1058_m54329U_210919_100542_71893299_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"61376","MG1058_m54329U_210919_100542_71893479_ccs","taxid assigned","based on 19/20 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.96;0.86;0.84;0.50","Bacteria: 0.96","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.50"
"61386","MG1058_m54329U_210919_100542_71894882_ccs","taxid assigned","based on 23/26 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.73;0.73;0.67","Bacteria: 1.00","Candidatus Marinimicrobia: 0.73",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.67"
"61391","MG1058_m54329U_210919_100542_71895628_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61392","MG1058_m54329U_210919_100542_71895635_ccs","taxid assigned","based on 11/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.81;0.67;0.67","Bacteria: 1.00","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.67"
"61394","MG1058_m54329U_210919_100542_71895671_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.99;0.90;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"61400","MG1058_m54329U_210919_100542_71958773_ccs","taxid assigned","based on 8/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.74;0.74;0.74","Bacteria: 1.00","Candidatus Marinimicrobia: 0.74",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.74"
"61409","MG1058_m54329U_210919_100542_71959925_ccs","taxid assigned","based on 9/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.93;0.93;0.93","Bacteria: 1.00","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.93"
"61415","MG1058_m54329U_210919_100542_71960498_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61427","MG1058_m54329U_210919_100542_72024329_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61439","MG1058_m54329U_210919_100542_72026231_ccs","taxid assigned","based on 17/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"61442","MG1058_m54329U_210919_100542_72026450_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61449","MG1058_m54329U_210919_100542_72026972_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.96;0.96;0.63","Bacteria: 1.00","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.63"
"61463","MG1058_m54329U_210919_100542_72091695_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"61469","MG1058_m54329U_210919_100542_7209540_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.71;0.71;0.71","Bacteria: 0.91","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.71"
"61496","MG1058_m54329U_210919_100542_7211773_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.66","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.66"
"61509","MG1058_m54329U_210919_100542_72156104_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.62","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.62"
"61545","MG1058_m54329U_210919_100542_72220693_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.58;0.58;0.58","Bacteria: 0.90","Candidatus Marinimicrobia: 0.58",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.58"
"61560","MG1058_m54329U_210919_100542_72223062_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.74;0.67;0.61","Bacteria: 0.94","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.61"
"61561","MG1058_m54329U_210919_100542_72223127_ccs","taxid assigned","based on 4/4 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.60","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.60"
"61573","MG1058_m54329U_210919_100542_72286401_ccs","taxid assigned","based on 5/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.71","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.71"
"61584","MG1058_m54329U_210919_100542_72287301_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.87;0.87;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"61585","MG1058_m54329U_210919_100542_72287349_ccs","taxid assigned","based on 12/15 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.54"
"61586","MG1058_m54329U_210919_100542_72287382_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.80;0.69;0.69;0.69","Bacteria: 0.80","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.69"
"61589","MG1058_m54329U_210919_100542_72287601_ccs","taxid assigned","based on 4/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.95;0.95;0.89","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.89"
"61595","MG1058_m54329U_210919_100542_72287910_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.96;0.96;0.96","Bacteria: 0.97","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.96"
"61607","MG1058_m54329U_210919_100542_72288926_ccs","taxid assigned","based on 18/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.79;0.71;0.71","Bacteria: 0.91","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.71"
"61611","MG1058_m54329U_210919_100542_72289045_ccs","taxid assigned","based on 1/1 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61612","MG1058_m54329U_210919_100542_72289065_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.93;0.90;0.80;0.80","Bacteria: 0.93","Candidatus Marinimicrobia: 0.80",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.80"
"61614","MG1058_m54329U_210919_100542_723118_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61617","MG1058_m54329U_210919_100542_723459_ccs","taxid assigned","based on 13/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.87;0.87;0.57","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.57"
"61623","MG1058_m54329U_210919_100542_72353077_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61627","MG1058_m54329U_210919_100542_72353526_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;0.70;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.70"
"61632","MG1058_m54329U_210919_100542_72353838_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.64;0.64;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"61636","MG1058_m54329U_210919_100542_72354024_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.76;0.76;0.61","Bacteria: 1.00","Candidatus Marinimicrobia: 0.76",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"61637","MG1058_m54329U_210919_100542_72354025_ccs","taxid assigned","based on 15/20 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.85;0.85;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.64"
"61664","MG1058_m54329U_210919_100542_72418677_ccs","taxid assigned","based on 2/2 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61667","MG1058_m54329U_210919_100542_72418787_ccs","taxid assigned","based on 22/22 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61672","MG1058_m54329U_210919_100542_72419248_ccs","taxid assigned","based on 6/28 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.86;0.86;0.57;0.57","Bacteria: 0.86","Candidatus Marinimicrobia: 0.57",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.57"
"61676","MG1058_m54329U_210919_100542_72419600_ccs","taxid assigned","based on 4/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.68;0.68;0.68","Bacteria: 1.00","Candidatus Marinimicrobia: 0.68",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"61696","MG1058_m54329U_210919_100542_72483167_ccs","taxid assigned","based on 13/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61715","MG1058_m54329U_210919_100542_72548900_ccs","taxid assigned","based on 22/22 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.96;0.91;0.91","Bacteria: 1.00","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"61734","MG1058_m54329U_210919_100542_72614814_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61748","MG1058_m54329U_210919_100542_72615925_ccs","taxid assigned","based on 25/27 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.72;0.72;0.72","Bacteria: 1.00","Candidatus Marinimicrobia: 0.72",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.72"
"61785","MG1058_m54329U_210919_100542_72745138_ccs","taxid assigned","based on 19/21 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.88;0.80;0.79;0.79","Bacteria: 0.88","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.79"
"61792","MG1058_m54329U_210919_100542_72745913_ccs","taxid assigned","based on 10/19 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.92;0.69;0.69;0.53","Bacteria: 0.92","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.53"
"61798","MG1058_m54329U_210919_100542_72746809_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.88;0.88;0.88","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.88"
"61803","MG1058_m54329U_210919_100542_72747225_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.69;0.69;0.69;0.69","Bacteria: 0.69","Candidatus Marinimicrobia: 0.69",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.69"
"61811","MG1058_m54329U_210919_100542_72747653_ccs","taxid assigned","based on 23/27 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.99;0.55;0.55;0.55","Bacteria: 0.99","Candidatus Marinimicrobia: 0.55",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.55"
"61813","MG1058_m54329U_210919_100542_7274839_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.86;0.86;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
"61821","MG1058_m54329U_210919_100542_7275640_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.89;0.89;0.89","Bacteria: 1.00","Candidatus Marinimicrobia: 0.89",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.89"
"61834","MG1058_m54329U_210919_100542_7276976_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.84;0.84;0.50","Bacteria: 1.00","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.50"
"61838","MG1058_m54329U_210919_100542_72810938_ccs","taxid assigned","based on 19/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61849","MG1058_m54329U_210919_100542_72811862_ccs","taxid assigned","based on 14/15 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.72;0.71;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.54"
"61854","MG1058_m54329U_210919_100542_72812255_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61863","MG1058_m54329U_210919_100542_72813035_ccs","taxid assigned","based on 7/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.79;0.79;0.79","Bacteria: 1.00","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.79"
"61874","MG1058_m54329U_210919_100542_72876932_ccs","taxid assigned","based on 18/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.92;0.62;0.57;0.54","Bacteria: 0.92","Candidatus Marinimicrobia: 0.57",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.54"
"61902","MG1058_m54329U_210919_100542_72943425_ccs","taxid assigned","based on 22/23 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.87;0.72;0.72;0.53","Bacteria: 0.87","Candidatus Marinimicrobia: 0.72",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"61910","MG1058_m54329U_210919_100542_72944206_ccs","taxid assigned","based on 6/13 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.82;0.82;0.71","Bacteria: 1.00","Candidatus Marinimicrobia: 0.82",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.71"
"61922","MG1058_m54329U_210919_100542_73008670_ccs","taxid assigned","based on 16/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"61923","MG1058_m54329U_210919_100542_73008706_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.59;0.59;0.59","Bacteria: 1.00","Candidatus Marinimicrobia: 0.59",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.59"
"61934","MG1058_m54329U_210919_100542_73009185_ccs","taxid assigned","based on 20/21 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.63;0.63;0.63","Bacteria: 1.00","Candidatus Marinimicrobia: 0.63",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.63"
"61973","MG1058_m54329U_210919_100542_73074995_ccs","taxid assigned","based on 21/23 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.95;0.67;0.67;0.52","Bacteria: 0.95","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"61980","MG1058_m54329U_210919_100542_73138369_ccs","taxid assigned","based on 9/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"62010","MG1058_m54329U_210919_100542_73204207_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"62021","MG1058_m54329U_210919_100542_73205416_ccs","taxid assigned","based on 3/4 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"62027","MG1058_m54329U_210919_100542_73205987_ccs","taxid assigned","based on 19/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.85;0.85;0.85","Bacteria: 0.90","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"62031","MG1058_m54329U_210919_100542_73206283_ccs","taxid assigned","based on 16/20 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;0.96;0.63","Bacteria: 1.00","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.63"
"62032","MG1058_m54329U_210919_100542_73206349_ccs","taxid assigned","based on 19/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.97;0.97","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.97"
"62034","MG1058_m54329U_210919_100542_73206411_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.78;0.67;0.67;0.67","Bacteria: 0.78","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.67"
"62053","MG1058_m54329U_210919_100542_73271288_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.96;0.77;0.77;0.72","Bacteria: 0.96","Candidatus Marinimicrobia: 0.77",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.72"
"62069","MG1058_m54329U_210919_100542_73335329_ccs","taxid assigned","based on 17/17 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.88;0.88;0.88","Bacteria: 0.97","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.88"
"62085","MG1058_m54329U_210919_100542_73336478_ccs","taxid assigned","based on 13/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.71;0.71;0.71","Bacteria: 0.91","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.71"
"62087","MG1058_m54329U_210919_100542_73337004_ccs","taxid assigned","based on 16/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.68","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"62103","MG1058_m54329U_210919_100542_73401045_ccs","taxid assigned","based on 19/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.64;0.64","Bacteria: 1.00","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"62108","MG1058_m54329U_210919_100542_73401582_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.90;0.90;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
