"","gene_callers_id","COG20_FUNCTION","COG20_CATEGORY","COG20_PATHWAY","plasmid"
"1421",221,"Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases (CaiB) (PDB:1P5H)","Lipid transport and metabolism",NA,"plasmid2_sulf3"
"1422",222,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1423",223,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1424",224,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1425",225,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1426",226,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1427",227,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1428",228,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1429",229,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1430",230,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1431",231,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1432",232,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1433",233,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1434",235,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid2_sulf3"
"1435",236,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf3"
"1436",237,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf3"
"1437",238,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1438",239,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1439",240,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1440",241,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)","General function prediction only",NA,"plasmid2_sulf3"
"1441",242,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf3"
"1442",243,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf3"
"1443",244,"Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)","Energy production and conversion",NA,"plasmid2_sulf3"
"1444",245,"Transposase (or an inactivated derivative) (IS285)","Mobilome: prophages, transposons",NA,"plasmid2_sulf3"
"1445",246,"Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)","Lipid transport and metabolism!!!General function prediction only","Non-phosphorylated Entner-Doudoroff pathway","plasmid2_sulf3"
"1446",247,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf3"
"1447",248,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid2_sulf3"
"1448",249,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf3"
"1449",250,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1450",254,"Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons",NA,"plasmid2_sulf3"
"1451",255,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid2_sulf3"
"1452",256,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf3"
"1453",257,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf3"
"1454",258,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf3"
"1455",259,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)","Amino acid transport and metabolism",NA,"plasmid2_sulf3"
"1456",260,"RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400)","Translation, ribosomal structure and biogenesis",NA,"plasmid2_sulf3"
"1457",261,"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)","Defense mechanisms","Pyrimidine degradation","plasmid2_sulf3"
"1458",262,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf3"
"1459",263,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid2_sulf3"
"1460",264,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)","Amino acid transport and metabolism","Arginine biosynthesis","plasmid2_sulf3"
"1461",265,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1462",266,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1463",267,"Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)","General function prediction only",NA,"plasmid2_sulf3"
"1464",268,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf3"
"1465",269,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)","Replication, recombination and repair",NA,"plasmid2_sulf3"
"1466",270,"Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)","Replication, recombination and repair",NA,"plasmid2_sulf3"
"1467",271,"Uncharacterized conserved protein","Function unknown",NA,"plasmid2_sulf3"
"1468",1,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)","Cell cycle control, cell division, chromosome partitioning",NA,"plasmid3_sulf3"
"1469",2,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)","Cell cycle control, cell division, chromosome partitioning",NA,"plasmid3_sulf3"
"1470",3,"DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)!!!ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)","Transcription!!!Cell cycle control, cell division, chromosome partitioning!!!Cell motility",NA,"plasmid3_sulf3"
"1471",4,"Phage-encoded DNA-binding protein ECs1768, contains HTH and DnaT DNA-binding domains (ECs1768)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1472",7,"DNA-cytosine methylase (Dcm) (PDB:3LX6)","Replication, recombination and repair",NA,"plasmid3_sulf3"
"1473",10,"ssDNA abasic site-binding protein YedK/HMCES, SRAP family (SRAP) (PDB:1ZN6) (PUBMED:30554877;31504793)","Replication, recombination and repair",NA,"plasmid3_sulf3"
"1474",11,"Choline-glycine betaine transporter (BetT) (PDB:2WIT)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1475",12,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf3"
"1476",13,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf3"
"1477",14,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf3"
"1478",15,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid3_sulf3"
"1479",16,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid3_sulf3"
"1480",17,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)","Signal transduction mechanisms!!!Transcription",NA,"plasmid3_sulf3"
"1481",18,"Diaminopimelate decarboxylase (LysA) (PDB:1D7K)","Amino acid transport and metabolism","Lysine biosynthesis","plasmid3_sulf3"
"1482",19,"Uncharacterized NAD(P)/FAD-binding protein YdhS (YdhS)","General function prediction only",NA,"plasmid3_sulf3"
"1483",20,"Cysteine synthase (CysK) (PDB:1FCJ)","Amino acid transport and metabolism","Cysteine biosynthesis","plasmid3_sulf3"
"1484",22,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)","Transcription",NA,"plasmid3_sulf3"
"1485",23,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases (Cof) (PDB:1YMQ)","Cell wall/membrane/envelope biogenesis!!!Coenzyme transport and metabolism!!!General function prediction only",NA,"plasmid3_sulf3"
"1486",24,"Predicted glycosyl transferase","General function prediction only",NA,"plasmid3_sulf3"
"1487",25,"Glycosyltransferase, GT2 family (WcaE) (PDB:2Z86)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf3"
"1488",26,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1489",27,"dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme (RfbC) (PDB:1DZR)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1490",28,"dTDP-D-glucose 4,6-dehydratase (RfbB) (PDB:1G1A)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1491",29,"dTDP-4-dehydrorhamnose reductase (RfbD) (PDB:1KBZ)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1492",30,"dTDP-glucose pyrophosphorylase (RmlA1) (PDB:1FXO)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1493",31,"Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1494",32,"UDP-N-acetyl-D-mannosaminuronate dehydrogenase (WecC) (PDB:3OJL)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1495",33,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1496",34,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1497",35,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1498",36,"Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1499",37,"dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1500",38,"Acetyltransferase, isoleucine patch superfamily (WbbJ)","General function prediction only",NA,"plasmid3_sulf3"
"1501",39,"Serine acetyltransferase (CysE) (PDB:1T3D)!!!Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)","Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis","Cysteine biosynthesis","plasmid3_sulf3"
"1502",40,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1503",42,"Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1504",43,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1505",44,"Transposase InsO and inactivated derivatives (Tra5)","Mobilome: prophages, transposons",NA,"plasmid3_sulf3"
"1506",45,"Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)","General function prediction only",NA,"plasmid3_sulf3"
"1507",46,"Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1508",47,"Glycosyltransferase, GT2 family (WcaE) (PDB:2Z86)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf3"
"1509",48,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf3"
"1510",49,"Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!ATP sulfurylase (sulfate adenylyltransferase) (MET3) (PDB:1G8F)","Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism","Cysteine biosynthesis!!!Cysteine biosynthesis","plasmid3_sulf3"
"1511",50,"NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)","Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",NA,"plasmid3_sulf3"
"1512",0,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_bin4"
"1513",1,"Histidinol dehydrogenase (HisD) (PDB:1K75)","Amino acid transport and metabolism","Histidine biosynthesis","plasmid2_bin4"
"1514",2,"2-keto-3-deoxy-L-rhamnonate aldolase RhmA (HpcH) (PDB:1DXE)","Carbohydrate transport and metabolism",NA,"plasmid2_bin4"
"1515",3,"TRAP-type uncharacterized transport system, fused permease components","General function prediction only",NA,"plasmid2_bin4"
"1516",4,"TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)","General function prediction only",NA,"plasmid2_bin4"
"1517",5,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)","Transcription",NA,"plasmid2_bin4"
"1518",6,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)","Coenzyme transport and metabolism",NA,"plasmid2_bin4"
"1519",7,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)","Transcription",NA,"plasmid2_bin4"
"1520",8,"Predicted alpha/beta hydrolase","General function prediction only",NA,"plasmid2_bin4"
"1521",9,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_bin4"
"1522",11,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_bin4"
"1523",14,"Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)","Signal transduction mechanisms",NA,"plasmid2_bin4"
"1524",15,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)","Signal transduction mechanisms!!!Transcription",NA,"plasmid2_bin4"
"1525",16,"Predicted choloylglycine hydrolase","General function prediction only",NA,"plasmid2_bin4"
"1526",17,"Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)","Carbohydrate transport and metabolism",NA,"plasmid2_bin4"
"1527",18,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)","Transcription",NA,"plasmid2_bin4"
"1528",19,"Uracil-DNA glycosylase (Udg4) (PDB:3IKB)","Replication, recombination and repair",NA,"plasmid2_bin4"
"1529",20,"Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains","General function prediction only",NA,"plasmid2_bin4"
"1530",21,"Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)","Signal transduction mechanisms",NA,"plasmid2_bin4"
"1531",22,"Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","Signal transduction mechanisms",NA,"plasmid2_bin4"
"1532",23,"ABC-type hemin transport system, ATPase component (PDB:4G1U)","Inorganic ion transport and metabolism",NA,"plasmid2_bin4"
"1533",24,"ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)","Inorganic ion transport and metabolism",NA,"plasmid2_bin4"
"1534",25,"ABC-type hemin transport system, periplasmic component (ChuT) (PDB:3MD9)","Inorganic ion transport and metabolism",NA,"plasmid2_bin4"
